25-11-04 18:57:12 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-04 18:57:12 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-04 18:57:12 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 201
25-11-04 18:57:12 |   INFO   |     USERS_ASSERTIONS      | Check create user response
25-11-04 18:57:12 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Debra
25-11-04 18:57:12 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to mckenziesheryl@example.com
25-11-04 18:57:12 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to qcz2R3PbhK
25-11-04 18:57:12 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to http://www.watkins.com/posts/blogpost.html
25-11-04 18:57:12 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
